time,swingplan,boomplan,armplan,bucketplan,swingcurrent,boomcurrent,armcurrent,bucketcurrent
8.897587,-1.571058,-0.9600853,1.570041,-0.5239263,-1.5684,-0.956,1.5712,-0.5224
8.978379,-1.571058,-0.9600853,1.570041,-0.5239263,-1.5684,-0.956,1.5712,-0.5224
9.022640,-1.571058,-0.9600853,1.570041,-0.5239263,-1.5684,-0.956,1.5712,-0.5224
9.133652,-1.571058,-0.9600853,1.570041,-0.5239263,-1.5684,-0.956,1.5708,-0.5224
9.176921,-1.571058,-0.9600853,1.570041,-0.5239263,-1.5684,-0.956,1.5708,-0.5224
9.217508,-1.571058,-0.9600853,1.570041,-0.5239263,-1.568,-0.956,1.5708,-0.5224
9.298164,-1.571058,-0.9600853,1.570041,-0.5239263,-1.5684,-0.956,1.5708,-0.5224
9.326880,-1.571058,-0.9600853,1.570041,-0.5239263,-1.5684,-0.956,1.5708,-0.5224
9.373462,-1.571058,-0.9600853,1.570041,-0.5239263,-1.5684,-0.956,1.5712,-0.5224
9.411281,-1.571058,-0.9600853,1.570041,-0.5239263,-1.5684,-0.956,1.5708,-0.5224
9.457838,-1.571058,-0.9600853,1.570041,-0.5239263,-1.5684,-0.956,1.5708,-0.5224
9.497283,-1.571058,-0.9600853,1.570041,-0.5239263,-1.5684,-0.956,1.5708,-0.5224
9.540309,-1.571058,-0.9600853,1.570041,-0.5239263,-1.5688,-0.956,1.5708,-0.5224
9.561692,-1.571058,-0.9600853,1.570041,-0.5239263,-1.5684,-0.956,1.5708,-0.5224
9.604412,-1.571058,-0.9600853,1.570041,-0.5239263,-1.568,-0.956,1.5708,-0.5224
9.644560,-1.571058,-0.9600853,1.570041,-0.5239263,-1.5684,-0.956,1.5708,-0.5224
9.662075,-1.571058,-0.9600853,1.570041,-0.5239263,-1.5684,-0.956,1.5708,-0.5224
9.725692,-1.571058,-0.9600853,1.570041,-0.5239263,-1.5688,-0.956,1.5712,-0.5224
9.790804,-1.571058,-0.9600853,1.570041,-0.5239263,-1.568,-0.956,1.5712,-0.5224
9.861863,-1.571058,-0.9600853,1.570041,-0.5239263,-1.5684,-0.956,1.5712,-0.5224
9.910805,-1.571058,-0.9600853,1.570041,-0.5239263,-1.5684,-0.956,1.5712,-0.5224
9.956416,-1.571058,-0.9600853,1.570041,-0.5239263,-1.568,-0.956,1.5712,-0.5224
10.004796,-1.571058,-0.9600853,1.570041,-0.5239263,-1.568,-0.956,1.5712,-0.5224
10.064609,-1.571058,-0.9600853,1.570041,-0.5239263,-1.5684,-0.956,1.5712,-0.5224
10.133998,-1.571058,-0.9600853,1.570041,-0.5239263,-1.5684,-0.956,1.5712,-0.5224
10.188652,-1.571058,-0.9600853,1.570041,-0.5239263,-1.5684,-0.956,1.5712,-0.5224
10.227912,-1.571058,-0.9600853,1.570041,-0.5239263,-1.568,-0.956,1.5712,-0.5224
10.255036,-1.571058,-0.9600853,1.570041,-0.5239263,-1.568,-0.956,1.5712,-0.5224
10.286830,-1.571058,-0.9600853,1.570041,-0.5239263,-1.568,-0.956,1.5712,-0.5224
10.318348,-1.571058,-0.9600853,1.570041,-0.5239263,-1.568,-0.956,1.5712,-0.5224
10.348369,-1.571058,-0.9600853,1.570041,-0.5239263,-1.568,-0.956,1.5712,-0.5224
10.381615,-1.571058,-0.9600853,1.570041,-0.5239263,-1.568,-0.956,1.5712,-0.5224
10.440194,-1.571058,-0.9600853,1.570041,-0.5239263,-1.5684,-0.956,1.5712,-0.5224
10.513569,-1.571058,-0.9600853,1.570041,-0.5239263,-1.5684,-0.956,1.5708,-0.522
10.576110,-1.571058,-0.9600853,1.570041,-0.5239263,-1.5684,-0.956,1.5712,-0.5224
10.603127,-1.571058,-0.9600853,1.570041,-0.5239263,-1.5684,-0.956,1.5712,-0.5224
10.653053,-1.571058,-0.9600853,1.570041,-0.5239263,-1.568,-0.956,1.5712,-0.5224
10.697899,-1.571058,-0.9600853,1.570041,-0.5239263,-1.5684,-0.956,1.5708,-0.5224
10.731353,-1.571058,-0.9600853,1.570041,-0.5239263,-1.568,-0.956,1.5712,-0.5224
10.755005,-1.571058,-0.9600853,1.570041,-0.5239263,-1.5684,-0.956,1.5712,-0.5224
10.785188,-1.571058,-0.9600853,1.570041,-0.5239263,-1.5684,-0.956,1.5712,-0.5224
10.815438,-1.571058,-0.9600853,1.570041,-0.5239263,-1.5684,-0.956,1.5712,-0.5224
10.847159,-1.571058,-0.9600853,1.570041,-0.5239263,-1.5688,-0.956,1.5712,-0.5224
10.863797,-1.571058,-0.9600853,1.570041,-0.5239263,-1.5688,-0.956,1.5712,-0.5224
10.881838,-1.571058,-0.9600853,1.570041,-0.5239263,-1.5688,-0.956,1.5712,-0.5224
10.906482,-1.571058,-0.9600853,1.570041,-0.5239263,-1.568,-0.956,1.5712,-0.5224
10.938876,-1.571058,-0.9600853,1.570041,-0.5239263,-1.5684,-0.956,1.5712,-0.5224
10.984816,-1.571058,-0.9600853,1.570041,-0.5239263,-1.5684,-0.956,1.5712,-0.5224
11.019025,-1.571058,-0.9600853,1.570041,-0.5239263,-1.5688,-0.956,1.5712,-0.5224
11.054347,-1.571058,-0.9600853,1.570041,-0.5239263,-1.5684,-0.956,1.5712,-0.5224
11.107640,-1.571058,-0.9600853,1.570041,-0.5239263,-1.5684,-0.956,1.5712,-0.5224
11.144503,-1.571058,-0.9600853,1.570041,-0.5239263,-1.568,-0.956,1.5712,-0.5224
11.173689,-1.571058,-0.9600853,1.570041,-0.5239263,-1.5684,-0.956,1.5712,-0.5224
11.211254,-1.571058,-0.9600853,1.570041,-0.5239263,-1.5684,-0.956,1.5712,-0.5224
11.251454,-1.571058,-0.9600853,1.570041,-0.5239263,-1.5684,-0.956,1.5712,-0.5224
11.293195,-1.571058,-0.9600853,1.570041,-0.5239263,-1.5684,-0.956,1.5712,-0.5224
11.368251,-1.571058,-0.9600853,1.570041,-0.5239263,-1.5684,-0.956,1.5712,-0.5224
11.394031,-1.571058,-0.9600853,1.570041,-0.5239263,-1.5684,-0.956,1.5712,-0.5224
11.435842,-1.571058,-0.9600853,1.570041,-0.5239263,-1.5684,-0.956,1.5712,-0.5224
11.469425,-1.571058,-0.9600853,1.570041,-0.5239263,-1.5688,-0.956,1.5712,-0.5224
11.527988,-1.571058,-0.9600853,1.570041,-0.5239263,-1.5684,-0.956,1.5712,-0.5224
11.560998,-1.571058,-0.9600853,1.570041,-0.5239263,-1.5684,-0.956,1.5712,-0.5224
11.622168,-1.571058,-0.9600853,1.570041,-0.5239263,-1.568,-0.956,1.5712,-0.5224
11.658386,-1.571058,-0.9600853,1.570041,-0.5239263,-1.5684,-0.956,1.5712,-0.5224
11.704354,-1.571058,-0.9600853,1.570041,-0.5239263,-1.5684,-0.956,1.5712,-0.5224
11.748857,-1.571058,-0.9600853,1.570041,-0.5239263,-1.5684,-0.956,1.5712,-0.5224
11.765853,-1.571058,-0.9600853,1.570041,-0.5239263,-1.5684,-0.956,1.5712,-0.5224
11.804682,-1.571058,-0.9600853,1.570041,-0.5239263,-1.568,-0.956,1.5712,-0.5224
11.856525,-1.571058,-0.9600853,1.570041,-0.5239263,-1.5684,-0.956,1.5712,-0.5224
11.910466,-1.571058,-0.9600853,1.570041,-0.5239263,-1.5684,-0.956,1.5712,-0.5224
11.960759,-1.571058,-0.9600853,1.570041,-0.5239263,-1.5688,-0.956,1.5712,-0.5224
12.006220,-1.571058,-0.9600853,1.570041,-0.5239263,-1.568,-0.956,1.5712,-0.5224
12.045180,-1.571058,-0.9600853,1.570041,-0.5239263,-1.5684,-0.956,1.5712,-0.5224
12.092631,-1.571058,-0.9600853,1.570041,-0.5239263,-1.5684,-0.956,1.5712,-0.5224
12.161297,-1.571058,-0.9600853,1.570041,-0.5239263,-1.568,-0.956,1.5712,-0.5224
12.196430,-1.571058,-0.9600853,1.570041,-0.5239263,-1.5684,-0.956,1.5712,-0.5224
12.226834,-1.571058,-0.9600853,1.570041,-0.5239263,-1.5684,-0.956,1.5712,-0.5224
12.246519,-1.571058,-0.9600853,1.570041,-0.5239263,-1.568,-0.956,1.5712,-0.5224
12.260706,-1.571058,-0.9600853,1.570041,-0.5239263,-1.568,-0.956,1.5712,-0.5224
12.276395,-1.571058,-0.9600853,1.570041,-0.5239263,-1.568,-0.956,1.5712,-0.5224
12.293107,-1.571058,-0.9600853,1.570041,-0.5239263,-1.568,-0.956,1.5712,-0.5224
12.320852,-1.571058,-0.9600853,1.570041,-0.5239263,-1.568,-0.956,1.5712,-0.5224
12.340124,-1.571058,-0.9600853,1.570041,-0.5239263,-1.568,-0.956,1.5712,-0.5224
12.374948,-1.571058,-0.9600853,1.570041,-0.5239263,-1.568,-0.956,1.5712,-0.5224
12.401999,-1.571058,-0.9600853,1.570041,-0.5239263,-1.568,-0.956,1.5712,-0.5224
12.426644,-1.571058,-0.9600853,1.570041,-0.5239263,-1.568,-0.956,1.5712,-0.5224
12.442778,-1.571058,-0.9600853,1.570041,-0.5239263,-1.568,-0.956,1.5712,-0.5224
12.458868,-1.571058,-0.9600853,1.570041,-0.5239263,-1.568,-0.956,1.5712,-0.5224
12.475316,-1.571058,-0.9600853,1.570041,-0.5239263,-1.568,-0.956,1.5712,-0.5224
12.490747,-1.571058,-0.9600853,1.570041,-0.5239263,-1.568,-0.956,1.5712,-0.5224
12.506221,-1.571058,-0.9600853,1.570041,-0.5239263,-1.568,-0.956,1.5712,-0.5224
12.530400,-1.571058,-0.9600853,1.570041,-0.5239263,-1.568,-0.956,1.5712,-0.5224
12.595291,-1.571058,-0.9600853,1.570041,-0.5239263,-1.568,-0.956,1.5712,-0.5224
12.617309,-1.571058,-0.9600853,1.570041,-0.5239263,-1.568,-0.956,1.5712,-0.5224
12.669946,-1.571058,-0.9600853,1.570041,-0.5239263,-1.5684,-0.956,1.5712,-0.5224
12.704061,-1.571058,-0.9600853,1.570041,-0.5239263,-1.5684,-0.956,1.5712,-0.5224
12.753064,-1.571058,-0.9600853,1.570041,-0.5239263,-1.5684,-0.956,1.5712,-0.5224
12.791875,-1.571058,-0.9600853,1.570041,-0.5239263,-1.5684,-0.956,1.5712,-0.5224
12.835703,-1.571058,-0.9600853,1.570041,-0.5239263,-1.5684,-0.956,1.5712,-0.5224
12.888169,-1.570904,-0.9599692,1.570025,-0.5239007,-1.5684,-0.956,1.5712,-0.5224
12.957220,-1.570904,-0.9599692,1.570025,-0.5239007,-1.5684,-0.956,1.5712,-0.5224
13.016722,-1.570904,-0.9599692,1.570025,-0.5239007,-1.5684,-0.956,1.5712,-0.5224
13.087416,-1.570904,-0.9599692,1.570025,-0.5239007,-1.5684,-0.956,1.5712,-0.5224
13.164140,-1.570904,-0.9599692,1.570025,-0.5239007,-1.5684,-0.956,1.5712,-0.5224
13.227306,-1.570904,-0.9599692,1.570025,-0.5239007,-1.5684,-0.956,1.5712,-0.5224
13.296725,-1.570904,-0.9599692,1.570025,-0.5239007,-1.5684,-0.956,1.5712,-0.5224
13.340914,-1.570904,-0.9599692,1.570025,-0.5239007,-1.5684,-0.956,1.5712,-0.5224
13.381629,-1.570904,-0.9599692,1.570025,-0.5239007,-1.5688,-0.956,1.5712,-0.5224
13.428686,-1.570904,-0.9599692,1.570025,-0.5239007,-1.5684,-0.956,1.5712,-0.5224
13.452253,-1.570904,-0.9599692,1.570025,-0.5239007,-1.5684,-0.956,1.5712,-0.5224
13.472162,-1.570904,-0.9599692,1.570025,-0.5239007,-1.5684,-0.956,1.5712,-0.5224
13.488346,-1.570904,-0.9599692,1.570025,-0.5239007,-1.5684,-0.956,1.5712,-0.5224
13.507781,-1.570904,-0.9599692,1.570025,-0.5239007,-1.5684,-0.956,1.5712,-0.5224
13.528836,-1.570904,-0.9599692,1.570025,-0.5239007,-1.5684,-0.956,1.5712,-0.5224
13.544420,-1.570904,-0.9599692,1.570025,-0.5239007,-1.5684,-0.956,1.5712,-0.5224
13.589719,-1.570904,-0.9599692,1.570025,-0.5239007,-1.5684,-0.956,1.5712,-0.5224
13.613795,-1.570904,-0.9599692,1.570025,-0.5239007,-1.5684,-0.956,1.5712,-0.5224
13.656286,-1.570904,-0.9599692,1.570025,-0.5239007,-1.5684,-0.956,1.5712,-0.5224
13.701295,-1.570904,-0.9599692,1.570025,-0.5239007,-1.568,-0.956,1.5712,-0.5224
13.732294,-1.570904,-0.9599692,1.570025,-0.5239007,-1.568,-0.956,1.5712,-0.5224
13.747159,-1.570904,-0.9599692,1.570025,-0.5239007,-1.568,-0.956,1.5712,-0.5224
13.784753,-1.570904,-0.9599692,1.570025,-0.5239007,-1.5684,-0.956,1.5712,-0.5224
13.825489,-1.570904,-0.9599692,1.570025,-0.5239007,-1.5684,-0.956,1.5712,-0.5224
13.842454,-1.570904,-0.9599692,1.570025,-0.5239007,-1.5684,-0.956,1.5712,-0.5224
13.874743,-1.570904,-0.9599692,1.570025,-0.5239007,-1.568,-0.956,1.5712,-0.5224
13.893697,-1.570904,-0.9599692,1.570025,-0.5239007,-1.568,-0.956,1.5712,-0.5224
13.907968,-1.570904,-0.9599692,1.570025,-0.5239007,-1.568,-0.956,1.5712,-0.5224
13.926190,-1.570904,-0.9599692,1.570025,-0.5239007,-1.568,-0.956,1.5712,-0.5224
13.942473,-1.570904,-0.9599692,1.570025,-0.5239007,-1.568,-0.956,1.5712,-0.5224
13.959892,-1.570904,-0.9599692,1.570025,-0.5239007,-1.568,-0.956,1.5712,-0.5224
14.006059,-1.570904,-0.9599692,1.570025,-0.5239007,-1.5684,-0.956,1.5712,-0.5224
14.040273,-1.570904,-0.9599692,1.570025,-0.5239007,-1.568,-0.956,1.5712,-0.5224
14.072840,-1.570904,-0.9599692,1.570025,-0.5239007,-1.568,-0.956,1.5712,-0.5224
14.102860,-1.570904,-0.9599692,1.570025,-0.5239007,-1.568,-0.956,1.5712,-0.5224
14.120959,-1.570904,-0.9599692,1.570025,-0.5239007,-1.568,-0.956,1.5712,-0.5224
14.154036,-1.570904,-0.9599692,1.570025,-0.5239007,-1.568,-0.956,1.5712,-0.5224
14.171005,-1.570904,-0.9599692,1.570025,-0.5239007,-1.568,-0.956,1.5712,-0.5224
14.202514,-1.570904,-0.9599692,1.570025,-0.5239007,-1.5684,-0.956,1.5712,-0.5224
14.226226,-1.570904,-0.9599692,1.570025,-0.5239007,-1.5684,-0.956,1.5712,-0.5224
14.248167,-1.570904,-0.9599692,1.570025,-0.5239007,-1.5684,-0.956,1.5712,-0.5224
14.263511,-1.570904,-0.9599692,1.570025,-0.5239007,-1.5684,-0.956,1.5712,-0.5224
14.280688,-1.570904,-0.9599692,1.570025,-0.5239007,-1.5684,-0.956,1.5712,-0.5224
14.307503,-1.570904,-0.9599692,1.570025,-0.5239007,-1.5684,-0.956,1.5712,-0.5224
14.325698,-1.570904,-0.9599692,1.570025,-0.5239007,-1.5684,-0.956,1.5712,-0.5224
14.341436,-1.570904,-0.9599692,1.570025,-0.5239007,-1.5684,-0.956,1.5712,-0.5224
14.371102,-1.570904,-0.9599692,1.570025,-0.5239007,-1.5684,-0.956,1.5712,-0.5224
14.390365,-1.570904,-0.9599692,1.570025,-0.5239007,-1.5684,-0.956,1.5712,-0.5224
14.418037,-1.570904,-0.9599692,1.570025,-0.5239007,-1.5684,-0.956,1.5708,-0.5224
14.444310,-1.570904,-0.9599692,1.570025,-0.5239007,-1.5684,-0.956,1.5708,-0.5224
14.460134,-1.570904,-0.9599692,1.570025,-0.5239007,-1.5684,-0.956,1.5708,-0.5224
14.477668,-1.570904,-0.9599692,1.570025,-0.5239007,-1.5684,-0.956,1.5708,-0.5224
14.497373,-1.570904,-0.9599692,1.570025,-0.5239007,-1.5684,-0.956,1.5708,-0.5224
14.523599,-1.570904,-0.9599692,1.570025,-0.5239007,-1.5684,-0.956,1.5708,-0.5224
14.541631,-1.570904,-0.9599692,1.570025,-0.5239007,-1.5684,-0.956,1.5708,-0.5224
14.556302,-1.570904,-0.9599692,1.570025,-0.5239007,-1.5684,-0.956,1.5708,-0.5224
14.599904,-1.570904,-0.9599692,1.570025,-0.5239007,-1.568,-0.956,1.5708,-0.5224
14.640853,-1.570904,-0.9599692,1.570025,-0.5239007,-1.5684,-0.956,1.5712,-0.5224
14.667596,-1.570904,-0.9599692,1.570025,-0.5239007,-1.5684,-0.956,1.5712,-0.5224
14.693626,-1.570904,-0.9599692,1.570025,-0.5239007,-1.5684,-0.956,1.5712,-0.5224
14.707425,-1.570904,-0.9599692,1.570025,-0.5239007,-1.5684,-0.956,1.5712,-0.5224
14.726330,-1.570904,-0.9599692,1.570025,-0.5239007,-1.5684,-0.956,1.5712,-0.5224
14.744925,-1.570904,-0.9599692,1.570025,-0.5239007,-1.5684,-0.956,1.5712,-0.5224
14.761612,-1.570904,-0.9599692,1.570025,-0.5239007,-1.5684,-0.956,1.5712,-0.5224
14.799557,-1.570904,-0.9599692,1.570025,-0.5239007,-1.5684,-0.956,1.5712,-0.5224
14.835133,-1.570904,-0.9599692,1.570025,-0.5239007,-1.5688,-0.956,1.5712,-0.5224
14.867766,-1.570904,-0.9599692,1.570025,-0.5239007,-1.5688,-0.956,1.5712,-0.5224
14.894558,-1.570904,-0.9599692,1.570025,-0.5239007,-1.5688,-0.956,1.5712,-0.5224
14.910624,-1.570904,-0.9599692,1.570025,-0.5239007,-1.5688,-0.956,1.5712,-0.5224
14.927236,-1.570904,-0.9599692,1.570025,-0.5239007,-1.5688,-0.956,1.5712,-0.5224
14.946767,-1.570904,-0.9599692,1.570025,-0.5239007,-1.5688,-0.956,1.5712,-0.5224
14.963367,-1.570904,-0.9599692,1.570025,-0.5239007,-1.5688,-0.956,1.5712,-0.5224
15.007433,-1.570904,-0.9599692,1.570025,-0.5239007,-1.5684,-0.956,1.5712,-0.5224
15.049066,-1.570904,-0.9599692,1.570025,-0.5239007,-1.5684,-0.956,1.5712,-0.5224
15.066298,-1.570904,-0.9599692,1.570025,-0.5239007,-1.5684,-0.956,1.5712,-0.5224
15.098239,-1.570904,-0.9599692,1.570025,-0.5239007,-1.5684,-0.956,1.5712,-0.5224
15.113599,-1.570904,-0.9599692,1.570025,-0.5239007,-1.5684,-0.956,1.5712,-0.5224
15.130780,-1.570904,-0.9599692,1.570025,-0.5239007,-1.5684,-0.956,1.5712,-0.5224
15.171693,-1.570904,-0.9599692,1.570025,-0.5239007,-1.5684,-0.956,1.5712,-0.5224
15.222468,-1.570904,-0.9599692,1.570025,-0.5239007,-1.5684,-0.956,1.5712,-0.5224
15.262286,-1.570904,-0.9599692,1.570025,-0.5239007,-1.568,-0.956,1.5712,-0.5224
15.279986,-1.570904,-0.9599692,1.570025,-0.5239007,-1.568,-0.956,1.5712,-0.5224
15.298750,-1.570904,-0.9599692,1.570025,-0.5239007,-1.568,-0.956,1.5712,-0.5224
15.325785,-1.570904,-0.9599692,1.570025,-0.5239007,-1.568,-0.956,1.5712,-0.5224
15.344103,-1.570904,-0.9599692,1.570025,-0.5239007,-1.568,-0.956,1.5712,-0.5224
15.363667,-1.570904,-0.9599692,1.570025,-0.5239007,-1.568,-0.956,1.5712,-0.5224
15.384105,-1.570904,-0.9599692,1.570025,-0.5239007,-1.568,-0.956,1.5712,-0.5224
15.441049,-1.570904,-0.9599692,1.570025,-0.5239007,-1.5684,-0.956,1.5712,-0.5224
15.474484,-1.570904,-0.9599692,1.570025,-0.5239007,-1.568,-0.956,1.5712,-0.5224
15.501639,-1.570904,-0.9599692,1.570025,-0.5239007,-1.568,-0.956,1.5712,-0.5224
15.518206,-1.570904,-0.9599692,1.570025,-0.5239007,-1.568,-0.956,1.5712,-0.5224
15.543022,-1.570904,-0.9599692,1.570025,-0.5239007,-1.568,-0.956,1.5712,-0.5224
15.557930,-1.570904,-0.9599692,1.570025,-0.5239007,-1.568,-0.956,1.5712,-0.5224
15.574544,-1.570904,-0.9599692,1.570025,-0.5239007,-1.568,-0.956,1.5712,-0.5224
15.587806,-1.570904,-0.9599692,1.570025,-0.5239007,-1.568,-0.956,1.5712,-0.5224
15.610828,-1.570904,-0.9599692,1.570025,-0.5239007,-1.568,-0.956,1.5712,-0.5224
15.650089,-1.570904,-0.9599692,1.570025,-0.5239007,-1.5684,-0.956,1.5712,-0.5224
15.673843,-1.570904,-0.9599692,1.570025,-0.5239007,-1.5684,-0.956,1.5712,-0.5224
15.694027,-1.570904,-0.9599692,1.570025,-0.5239007,-1.5684,-0.956,1.5712,-0.5224
15.707161,-1.570904,-0.9599692,1.570025,-0.5239007,-1.5684,-0.956,1.5712,-0.5224
15.719827,-1.570904,-0.9599692,1.570025,-0.5239007,-1.5684,-0.956,1.5712,-0.5224
15.734228,-1.570904,-0.9599692,1.570025,-0.5239007,-1.5684,-0.956,1.5712,-0.5224
15.756212,-1.570904,-0.9599692,1.570025,-0.5239007,-1.5684,-0.956,1.5712,-0.5224
15.768099,-1.570904,-0.9599692,1.570025,-0.5239007,-1.5684,-0.956,1.5712,-0.5224
15.783785,-1.570904,-0.9599692,1.570025,-0.5239007,-1.5684,-0.956,1.5712,-0.5224
15.811539,-1.570904,-0.9599692,1.570025,-0.5239007,-1.5684,-0.956,1.5712,-0.5224
15.848972,-1.570904,-0.9599692,1.570025,-0.5239007,-1.5684,-0.956,1.5712,-0.5224
15.871168,-1.570904,-0.9599692,1.570025,-0.5239007,-1.568,-0.956,1.5712,-0.5224
15.883564,-1.570904,-0.9599692,1.570025,-0.5239007,-1.568,-0.956,1.5712,-0.5224
15.896812,-1.570904,-0.9599692,1.570025,-0.5239007,-1.568,-0.956,1.5712,-0.5224
15.920637,-1.570904,-0.9599692,1.570025,-0.5239007,-1.568,-0.956,1.5712,-0.5224
15.945347,-1.570904,-0.9599692,1.570025,-0.5239007,-1.568,-0.956,1.5712,-0.5224
15.966317,-1.570904,-0.9599692,1.570025,-0.5239007,-1.568,-0.956,1.5712,-0.5224
15.987812,-1.570904,-0.9599692,1.570025,-0.5239007,-1.568,-0.956,1.5712,-0.5224
16.001526,-1.570904,-0.9599692,1.570025,-0.5239007,-1.568,-0.956,1.5712,-0.5224
16.025758,-1.570904,-0.9599692,1.570025,-0.5239007,-1.568,-0.956,1.5712,-0.5224
16.059915,-1.570904,-0.9599692,1.570025,-0.5239007,-1.5688,-0.956,1.5712,-0.5224
16.074739,-1.570904,-0.9599692,1.570025,-0.5239007,-1.5688,-0.956,1.5712,-0.5224
16.097154,-1.570904,-0.9599692,1.570025,-0.5239007,-1.5688,-0.956,1.5712,-0.5224
16.123523,-1.570904,-0.9599692,1.570025,-0.5239007,-1.568,-0.956,1.5712,-0.5224
16.135355,-1.570904,-0.9599692,1.570025,-0.5239007,-1.568,-0.956,1.5712,-0.5224
16.148376,-1.570904,-0.9599692,1.570025,-0.5239007,-1.568,-0.956,1.5712,-0.5224
16.164685,-1.570904,-0.9599692,1.570025,-0.5239007,-1.568,-0.956,1.5712,-0.5224
16.194611,-1.570904,-0.9599692,1.570025,-0.5239007,-1.568,-0.956,1.5712,-0.5224
16.221156,-1.570904,-0.9599692,1.570025,-0.5239007,-1.5684,-0.956,1.5712,-0.5224
16.243471,-1.570904,-0.9599692,1.570025,-0.5239007,-1.5684,-0.956,1.5712,-0.5224
16.255765,-1.570904,-0.9599692,1.570025,-0.5239007,-1.5684,-0.956,1.5712,-0.5224
16.281242,-1.570904,-0.9599692,1.570025,-0.5239007,-1.5684,-0.956,1.5712,-0.5224
16.293776,-1.570904,-0.9599692,1.570025,-0.5239007,-1.5684,-0.956,1.5712,-0.5224
16.315112,-1.570904,-0.9599692,1.570025,-0.5239007,-1.5684,-0.956,1.5712,-0.5224
16.326917,-1.570904,-0.9599692,1.570025,-0.5239007,-1.5684,-0.956,1.5712,-0.5224
16.340850,-1.570904,-0.9599692,1.570025,-0.5239007,-1.5684,-0.956,1.5712,-0.5224
16.354078,-1.570904,-0.9599692,1.570025,-0.5239007,-1.5684,-0.956,1.5712,-0.5224
16.366939,-1.570904,-0.9599692,1.570025,-0.5239007,-1.5684,-0.956,1.5712,-0.5224
16.381169,-1.570904,-0.9599692,1.570025,-0.5239007,-1.5684,-0.956,1.5712,-0.5224
16.394480,-1.570904,-0.9599692,1.570025,-0.5239007,-1.5684,-0.956,1.5712,-0.5224
16.406694,-1.570904,-0.9599692,1.570025,-0.5239007,-1.5684,-0.956,1.5712,-0.5224
16.424687,-1.570904,-0.9599692,1.570025,-0.5239007,-1.5684,-0.956,1.5712,-0.5224
16.444160,-1.570904,-0.9599692,1.570025,-0.5239007,-1.568,-0.956,1.5712,-0.5224
16.475439,-1.570904,-0.9599692,1.570025,-0.5239007,-1.5684,-0.956,1.5712,-0.5224
16.488425,-1.570904,-0.9599692,1.570025,-0.5239007,-1.5684,-0.956,1.5712,-0.5224
16.502040,-1.570904,-0.9599692,1.570025,-0.5239007,-1.5684,-0.956,1.5712,-0.5224
16.523724,-1.570904,-0.9599692,1.570025,-0.5239007,-1.5684,-0.956,1.5712,-0.5224
16.537212,-1.570904,-0.9599692,1.570025,-0.5239007,-1.5684,-0.956,1.5712,-0.5224
16.550229,-1.570904,-0.9599692,1.570025,-0.5239007,-1.5684,-0.956,1.5712,-0.5224
16.563247,-1.570904,-0.9599692,1.570025,-0.5239007,-1.5684,-0.956,1.5712,-0.5224
16.586486,-1.570904,-0.9599692,1.570025,-0.5239007,-1.5684,-0.956,1.5712,-0.5224
16.598932,-1.570904,-0.9599692,1.570025,-0.5239007,-1.5684,-0.956,1.5712,-0.5224
16.612646,-1.570904,-0.9599692,1.570025,-0.5239007,-1.5684,-0.956,1.5712,-0.5224
16.625135,-1.570904,-0.9599692,1.570025,-0.5239007,-1.5684,-0.956,1.5712,-0.5224
16.642374,-1.570904,-0.9599692,1.570025,-0.5239007,-1.5684,-0.956,1.5712,-0.5224
16.654919,-1.570904,-0.9599692,1.570025,-0.5239007,-1.5684,-0.956,1.5712,-0.5224
16.667201,-1.570904,-0.9599692,1.570025,-0.5239007,-1.5684,-0.956,1.5712,-0.5224
16.681899,-1.570904,-0.9599692,1.570025,-0.5239007,-1.5684,-0.956,1.5712,-0.5224
16.695906,-1.570904,-0.9599692,1.570025,-0.5239007,-1.5684,-0.956,1.5712,-0.5224
16.710092,-1.570904,-0.9599692,1.570025,-0.5239007,-1.5684,-0.956,1.5712,-0.5224
16.724823,-1.570904,-0.9599692,1.570025,-0.5239007,-1.5684,-0.956,1.5712,-0.5224
16.739960,-1.570904,-0.9599692,1.570025,-0.5239007,-1.5684,-0.956,1.5712,-0.5224
16.753471,-1.570904,-0.9599692,1.570025,-0.5239007,-1.5684,-0.956,1.5712,-0.5224
16.766553,-1.570904,-0.9599692,1.570025,-0.5239007,-1.5684,-0.956,1.5712,-0.5224
16.781124,-1.570904,-0.9599692,1.570025,-0.5239007,-1.5684,-0.956,1.5712,-0.5224
16.795869,-1.570904,-0.9599692,1.570025,-0.5239007,-1.5684,-0.956,1.5712,-0.5224
16.809642,-1.57093,-0.9599173,1.569902,-0.5239331,-1.5684,-0.956,1.5712,-0.5224
16.823860,-1.57093,-0.9599173,1.569902,-0.5239331,-1.5684,-0.956,1.5712,-0.5224
16.840279,-1.57093,-0.9599173,1.569902,-0.5239331,-1.5684,-0.956,1.5712,-0.5224
16.854741,-1.57093,-0.9599173,1.569902,-0.5239331,-1.5684,-0.956,1.5712,-0.5224
16.866743,-1.57093,-0.9599173,1.569902,-0.5239331,-1.5684,-0.956,1.5712,-0.5224
16.881067,-1.57093,-0.9599173,1.569902,-0.5239331,-1.5684,-0.956,1.5712,-0.5224
16.894022,-1.57093,-0.9599173,1.569902,-0.5239331,-1.5684,-0.956,1.5712,-0.5224
16.907576,-1.57093,-0.9599173,1.569902,-0.5239331,-1.5684,-0.956,1.5712,-0.5224
